type,state,timeStamp,Ax,Ay,Az,Gx,Gy,Gz
tail,0,1592196765054,560,-2976,16752,-1664,-218,-34
tail,0,1592196765104,260,-3168,16816,-1664,-216,-126
tail,0,1592196765154,328,-2904,16584,-1664,-185,-73
tail,0,1592196765204,184,-3136,16680,-1680,-336,70
tail,0,1592196765254,160,-2984,16548,-1680,-137,-28
tail,0,1592196765312,160,-2992,16708,-1648,-255,-97
tail,0,1592196765354,368,-3104,16656,-1696,-208,-169
tail,0,1592196765409,1028,-2860,16328,-1664,-233,-122
tail,0,1592196765454,308,-3076,17012,-1680,-66,-353
tail,0,1592196765506,256,-2984,16584,-1680,-54,-398
tail,0,1592196765556,576,-2848,16608,-1664,-274,-166
tail,0,1592196765607,620,-3012,16592,-1680,-145,-121
tail,0,1592196765657,140,-2964,16672,-1648,-149,-47
tail,0,1592196765705,588,-2900,16792,-1696,6,-261
tail,0,1592196765754,520,-2888,16712,-1696,-96,-143
tail,0,1592196765814,748,-2812,16680,-1680,-434,178
tail,0,1592196765856,308,-2876,16588,-1680,-268,14
tail,0,1592196765905,560,-2900,16852,-1728,-142,-194
tail,0,1592196765955,616,-2796,16724,-1664,-228,-40
tail,0,1592196766004,676,-2892,16864,-1696,-405,199
tail,0,1592196766057,468,-2772,16656,-1680,-271,15
tail,0,1592196766104,592,-2772,16648,-1648,-254,-50
tail,0,1592196766576,628,-2836,16768,-1680,-284,-108
tail,0,1592196766577,1084,-2804,16900,-1680,-121,43
tail,0,1592196766578,756,-2792,16672,-1648,860,-789
tail,0,1592196766578,456,-2540,16584,-1680,-53,-447
tail,0,1592196766584,412,-2716,16988,-1664,-399,-529
tail,0,1592196766585,1448,-2500,16796,-1664,446,-250
tail,0,1592196766585,372,-2532,16580,-1680,-233,160
tail,0,1592196766585,488,-2572,16780,-1648,-408,-307
tail,0,1592196766595,652,-2584,16572,-1664,-728,-636
tail,0,1592196766815,984,-2708,16812,-1664,-779,-419
tail,0,1592196766816,64,-2760,16940,-1648,-1145,-885
tail,0,1592196766817,996,-2712,16764,-1664,-1142,-1004
tail,0,1592196766817,844,-2840,16728,-1680,-911,-609
tail,0,1592196766821,1248,-3092,16832,-1664,-694,-245
tail,0,1592196766871,1520,-2980,16640,-1696,-700,-672
tail,0,1592196766910,564,-2900,16448,-1680,-363,-271
tail,0,1592196766964,1224,-3028,16700,-1696,-448,-163
tail,0,1592196767009,632,-3116,16448,-1664,-493,-112
tail,0,1592196767070,736,-2968,16692,-1664,-405,-53
tail,0,1592196767108,644,-3104,16732,-1680,-350,-141
tail,0,1592196767162,1220,-3096,16600,-1696,-427,-258
tail,0,1592196767209,876,-3020,16684,-1664,-309,-146
tail,0,1592196767283,908,-2956,16716,-1664,-318,156
tail,0,1592196767308,848,-3024,16608,-1680,-358,40
tail,0,1592196767357,912,-2968,16440,-1696,-347,8
tail,0,1592196767410,816,-3104,16608,-1696,-334,63
tail,0,1592196767460,1124,-3040,16644,-1648,-391,-145
tail,0,1592196767509,664,-2952,16780,-1680,-334,104
tail,0,1592196767564,844,-3196,16688,-1680,-365,21
tail,0,1592196767609,768,-3124,16688,-1664,-312,76
tail,0,1592196767659,704,-3036,16624,-1664,-292,29
tail,0,1592196767709,1004,-3172,16544,-1680,-310,-138
tail,0,1592196767760,892,-3032,16552,-1648,-245,63
tail,0,1592196767812,1124,-3248,16624,-1680,-314,22
tail,0,1592196767861,604,-2996,16596,-1664,-290,134
tail,0,1592196767910,640,-2992,16584,-1680,-291,-28
tail,0,1592196767963,1064,-3168,16796,-1664,-297,-47
tail,0,1592196768008,1156,-3060,16552,-1696,-231,262
tail,0,1592196768061,848,-3100,16628,-1680,-274,276
tail,0,1592196768109,588,-3092,16768,-1696,-240,13
tail,0,1592196768158,1152,-3068,16612,-1696,-259,-84
tail,0,1592196768211,960,-2896,16480,-1648,-237,49
tail,0,1592196768257,908,-3076,16664,-1680,-324,108
tail,0,1592196768307,936,-2932,16756,-1664,-259,2
tail,0,1592196768357,832,-3148,16640,-1648,-218,223
tail,0,1592196768408,804,-3008,16800,-1648,-337,12
tail,0,1592196768499,864,-3004,16560,-1664,-273,39
tail,0,1592196768508,1144,-3052,16852,-1680,-306,33
tail,0,1592196768560,960,-3032,16784,-1648,-356,76
tail,0,1592196768616,936,-3100,16624,-1664,-321,-97
tail,0,1592196768660,1188,-3024,16700,-1680,-310,54
tail,0,1592196768779,1040,-3064,16784,-1648,-345,52
tail,0,1592196768780,1108,-2928,16572,-1680,-242,-13
tail,0,1592196768817,900,-2908,16632,-1648,-326,110
tail,0,1592196768861,1012,-2968,16780,-1680,-358,-23
tail,0,1592196768917,880,-2976,16712,-1632,-229,124
tail,0,1592196768969,908,-2964,16816,-1696,-306,180
tail,0,1592196769008,964,-2996,16612,-1680,-322,115
tail,0,1592196769057,852,-2932,16732,-1664,-315,90
tail,0,1592196769117,964,-2932,16724,-1664,-309,57
tail,0,1592196769178,948,-2992,16748,-1680,-297,42
tail,0,1592196769225,904,-2852,16564,-1680,-341,61
tail,0,1592196769262,1008,-2932,16724,-1664,-337,62
tail,0,1592196769348,1116,-3028,16784,-1664,-289,-99
tail,0,1592196769358,688,-2916,16692,-1680,-285,-1
tail,0,1592196769408,896,-3076,16636,-1680,-330,-57
tail,0,1592196769460,932,-2992,16776,-1664,-319,169
tail,0,1592196769508,1144,-3040,16580,-1632,-292,-103
tail,0,1592196769560,1188,-3024,16600,-1664,-297,180
tail,0,1592196769611,1140,-3032,16812,-1680,-386,31
tail,0,1592196769660,1040,-3052,16780,-1680,-244,131
tail,0,1592196769708,776,-3076,16840,-1696,-294,103
tail,0,1592196769764,1020,-2920,16660,-1680,-279,27
tail,0,1592196769813,1056,-3076,16704,-1680,-338,223
tail,0,1592196769861,800,-2924,16756,-1664,-290,-56
tail,0,1592196769917,1076,-2984,16688,-1664,-312,158
tail,0,1592196769961,936,-2864,16712,-1712,-339,157
tail,0,1592196770011,1000,-2852,16564,-1712,-316,-93
tail,0,1592196770059,844,-2988,16596,-1664,-367,118
tail,0,1592196770108,1064,-3008,16736,-1696,-331,-22
tail,0,1592196770158,940,-2984,16796,-1680,-361,185
tail,0,1592196770211,1184,-3140,16736,-1664,-389,3
tail,0,1592196770259,1064,-2976,16696,-1680,-414,44
tail,0,1592196770312,900,-2980,16640,-1680,-320,112
tail,0,1592196770362,932,-2988,16768,-1648,-335,56
tail,0,1592196770408,1080,-3096,16692,-1664,-370,-139
tail,0,1592196770462,1284,-3080,16728,-1680,-318,75
tail,0,1592196770508,712,-2992,16664,-1648,-292,124
tail,0,1592196770558,980,-2948,16724,-1664,-403,-37
tail,0,1592196770610,980,-3028,16648,-1648,-287,-18
tail,0,1592196770660,1032,-2988,16804,-1680,-355,-1
tail,0,1592196770712,1096,-3112,16660,-1664,-304,119
tail,0,1592196770762,936,-3040,16652,-1680,-378,-39
tail,0,1592196770810,956,-3116,16728,-1680,-372,88
tail,0,1592196770862,1112,-3120,16768,-1664,-373,55
tail,0,1592196770912,972,-3016,16504,-1648,-363,88
tail,0,1592196770962,1244,-3076,16692,-1664,-388,-17
tail,0,1592196771016,900,-3088,16664,-1664,-353,37
tail,0,1592196771068,1252,-3056,16788,-1664,-329,125
tail,0,1592196771107,1088,-3040,16616,-1664,-385,91
tail,0,1592196771158,1076,-2988,16780,-1696,-283,90
tail,0,1592196771400,1144,-3100,16852,-1712,-276,103
tail,0,1592196771401,1116,-3004,16724,-1680,-309,207
tail,0,1592196771402,880,-3004,16688,-1664,-278,239
tail,0,1592196771402,828,-3032,16760,-1696,-240,205
tail,0,1592196771413,904,-2936,16704,-1680,-269,20
tail,0,1592196771471,976,-3088,16752,-1696,-260,220
tail,0,1592196771510,964,-2904,16756,-1664,-275,172
tail,0,1592196771569,796,-3020,16620,-1680,-346,35
tail,0,1592196771610,1268,-3132,16716,-1664,-304,-11
tail,0,1592196771658,936,-2988,16644,-1664,-226,227
tail,0,1592196771711,836,-2996,16772,-1680,-283,154
tail,0,1592196771761,1116,-3000,16608,-1664,-304,166
tail,0,1592196771810,1020,-2988,16548,-1680,-319,3
tail,0,1592196771866,1068,-3028,16612,-1664,-247,186
tail,0,1592196771916,912,-3040,16780,-1648,-294,108
tail,0,1592196771959,880,-3036,16860,-1680,-303,64
tail,0,1592196772010,1000,-2936,16716,-1664,-266,213
tail,0,1592196772061,968,-2972,16648,-1696,-301,-29
tail,0,1592196772110,964,-2992,16680,-1664,-273,33
tail,0,1592196772163,896,-2964,16748,-1696,-295,193
tail,0,1592196772211,944,-2984,16608,-1664,-303,-3
tail,0,1592196772264,1012,-2928,16688,-1680,-328,38
tail,0,1592196772309,656,-2924,16740,-1680,-284,73
tail,0,1592196772360,948,-3040,16756,-1648,-284,13
tail,0,1592196772410,852,-3108,16764,-1744,-322,56
tail,0,1592196772462,1076,-3124,16676,-1664,-347,-123
tail,0,1592196772515,1024,-2956,16716,-1680,-352,122
tail,0,1592196772562,1040,-3040,16912,-1696,-297,186
tail,0,1592196772615,764,-2884,16532,-1664,-413,-65
tail,0,1592196772658,2288,-3296,17028,-1664,-1071,501
tail,0,1592196772709,956,-2988,16428,-1680,-231,19
tail,0,1592196772762,1120,-3112,16748,-1696,-309,60
tail,0,1592196772808,924,-2976,16884,-1664,-293,27
tail,0,1592196772860,848,-3076,16828,-1664,-285,165
tail,0,1592196772911,1292,-3132,16748,-1680,-390,-103
tail,0,1592196773062,744,-2972,16492,-1648,-291,217
tail,0,1592196773062,772,-3052,16724,-1648,-170,133
tail,0,1592196773069,1168,-2972,16720,-1696,-330,-35
tail,0,1592196773119,792,-2948,16676,-1664,-309,-6
tail,0,1592196773158,924,-3040,16752,-1696,-241,160
tail,0,1592196773220,928,-3036,16728,-1632,-326,83
tail,0,1592196773259,960,-2956,16600,-1696,-288,85
tail,0,1592196773311,896,-3004,16792,-1680,-255,17
tail,0,1592196773359,996,-3028,16676,-1696,-305,-54
tail,0,1592196773409,996,-2984,16728,-1680,-239,-263
tail,0,1592196773459,1168,-3000,16660,-1680,-281,-93
tail,0,1592196773561,892,-2940,16512,-1664,-183,-93
tail,0,1592196773561,1528,-3124,16720,-1664,-144,-207
tail,0,1592196773617,1288,-2692,16676,-1712,-36,-241
tail,0,1592196773663,1456,-3028,16780,-1680,-48,264
tail,0,1592196773717,1072,-2924,16944,-1664,-129,-53
tail,0,1592196773767,1168,-2932,16932,-1696,-228,249
tail,0,1592196773813,1080,-2768,16596,-1680,-321,-180
tail,0,1592196773860,1164,-2768,16608,-1680,-203,76
tail,0,1592196773909,1392,-2976,16836,-1664,-207,78
tail,0,1592196773960,1052,-2840,16712,-1696,-316,61
tail,0,1592196774034,1176,-2744,16588,-1680,-518,416
tail,0,1592196774061,1388,-3080,17188,-1712,-559,402
tail,0,1592196774109,1048,-2728,16688,-1680,-316,82
tail,0,1592196774159,1128,-2880,16604,-1680,-437,488
tail,0,1592196774210,1176,-3112,17076,-1696,-304,66
tail,0,1592196774259,936,-2900,16736,-1696,-228,-153
tail,0,1592196774312,1356,-2888,16852,-1680,-250,67
tail,0,1592196774362,848,-2868,16644,-1648,-197,-218
tail,0,1592196774408,1420,-2816,16600,-1696,-364,39
tail,0,1592196774467,1256,-2940,16692,-1696,-464,94
tail,0,1592196774509,1352,-2860,16672,-1664,-254,-319
tail,0,1592196774559,1348,-2832,16448,-1680,-246,31
tail,0,1592196774613,1132,-2948,16788,-1664,-335,-133
tail,0,1592196774662,1256,-2844,16748,-1712,-290,-138
tail,0,1592196774710,1616,-3004,16744,-1680,-425,82
tail,0,1592196774762,1020,-2892,16680,-1664,-395,220
tail,0,1592196774810,1224,-3024,16708,-1696,-354,64
tail,0,1592196774863,1288,-2920,16736,-1680,-359,92
tail,0,1592196774949,1384,-2812,16676,-1712,-416,83
tail,0,1592196774962,1252,-2944,16684,-1680,-340,95
tail,0,1592196775029,1164,-2944,16604,-1696,-350,-53
tail,0,1592196775068,1344,-2868,16664,-1696,-324,61
tail,0,1592196775456,1300,-2896,16628,-1680,-316,13
tail,0,1592196775456,1292,-2904,16676,-1712,-393,-11
tail,0,1592196775457,1016,-2904,16712,-1680,-378,0
tail,0,1592196775457,1568,-2936,16776,-1680,-356,-61
tail,0,1592196775458,1324,-2948,16684,-1696,-394,49
tail,0,1592196775458,1260,-3016,16656,-1648,-369,155
tail,0,1592196775458,1212,-2984,16696,-1680,-281,66
tail,0,1592196775470,1356,-2976,16688,-1680,-224,160
tail,0,1592196775663,1640,-2944,16652,-1680,-267,63
tail,0,1592196775664,1208,-2912,16660,-1712,-252,211
tail,0,1592196775665,1260,-2800,16620,-1664,-235,178
tail,0,1592196775671,1284,-2928,16648,-1680,-197,134
tail,0,1592196775731,1864,-3008,16704,-1696,-292,-137
tail,0,1592196775771,1236,-2916,16524,-1648,-237,346
tail,0,1592196775811,1044,-2832,16768,-1696,-236,-28
tail,0,1592196775864,1344,-2892,16828,-1696,-156,-247
tail,0,1592196775912,1260,-2736,16516,-1680,-155,50
tail,0,1592196775961,1088,-2840,16596,-1680,-323,-81
tail,0,1592196776012,1424,-2912,16736,-1712,-218,47
tail,0,1592196776061,1384,-2880,16696,-1680,-211,35
tail,0,1592196776111,1412,-2936,16584,-1696,-374,98
tail,0,1592196776164,1464,-2852,16772,-1712,-315,132
tail,0,1592196776211,1536,-2972,16700,-1680,-290,231
tail,0,1592196776261,1376,-2868,16724,-1664,-313,152
tail,0,1592196776320,1232,-2852,16816,-1680,-314,161
tail,0,1592196776386,1156,-2764,16772,-1696,-298,175
tail,0,1592196776411,1128,-2920,16788,-1696,-306,83
tail,0,1592196776472,1140,-2684,16124,-1664,-531,745
tail,0,1592196776511,840,-2828,16668,-1680,-135,-260
tail,0,1592196776566,1560,-2924,17108,-1696,-290,-17
tail,0,1592196776611,1216,-2784,16700,-1696,-364,8
tail,0,1592196776663,1336,-2804,16700,-1696,-239,-15
tail,0,1592196776712,1060,-2876,16772,-1680,-179,-167
tail,0,1592196776765,1224,-2856,16736,-1696,-403,17
tail,0,1592196776813,1376,-2712,16688,-1664,-365,-4
tail,0,1592196776862,312,-3040,16716,-1680,-823,299
tail,0,1592196776911,-216,-2836,16236,-1680,-1370,-348
tail,0,1592196776988,1424,-3304,16932,-1712,-2311,-641
tail,0,1592196777011,2400,-3600,16900,-1696,-786,-625
tail,0,1592196777061,1300,-3244,16676,-1696,-723,-216
tail,0,1592196777137,1176,-3328,16616,-1680,-357,-132
tail,0,1592196777162,1224,-3328,16660,-1680,-406,-65
tail,0,1592196777211,1392,-3488,16572,-1680,-425,-188
tail,0,1592196777261,1356,-3356,16704,-1664,-393,-63
tail,0,1592196777312,900,-3456,16556,-1664,-205,66
tail,0,1592196777362,1692,-3464,16564,-1696,-390,-96
tail,0,1592196777412,972,-3404,16712,-1648,-227,254
tail,0,1592196777461,1028,-3440,16724,-1648,-350,-114
tail,0,1592196777516,1388,-3324,16476,-1696,-242,-175
tail,0,1592196777603,1088,-3392,16584,-1696,-313,47
tail,0,1592196777619,1232,-3348,16564,-1680,-238,48
tail,0,1592196777662,1228,-3392,16700,-1712,-396,-130
tail,0,1592196777712,1176,-3300,16536,-1696,-230,-7
tail,0,1592196777761,1536,-3444,16648,-1696,-377,-14
tail,0,1592196777817,1420,-3388,16572,-1696,-329,11
tail,0,1592196777861,1108,-3288,16380,-1680,-273,21
tail,0,1592196777912,1280,-3436,16740,-1712,-232,110
tail,0,1592196777961,1368,-3364,16560,-1680,-318,101
tail,0,1592196778012,1200,-3364,16572,-1664,-368,-19
tail,0,1592196778061,1404,-3436,16572,-1712,-272,-45
tail,0,1592196778112,1448,-3344,16432,-1696,-301,214
tail,0,1592196778161,1564,-3360,16548,-1680,-212,188
tail,0,1592196778212,1300,-3412,16516,-1680,-340,36
tail,0,1592196778261,1492,-3520,16580,-1680,-271,-42
tail,0,1592196778312,1204,-3228,16572,-1664,-271,84
tail,0,1592196778379,1384,-3384,16784,-1696,-250,109
tail,0,1592196778412,1084,-3384,16620,-1648,-306,-18
tail,0,1592196778463,1444,-3360,16588,-1664,-275,-13
tail,0,1592196778514,1288,-3276,16248,-1680,-77,-205
tail,0,1592196778563,1584,-3368,16816,-1712,-291,80
tail,0,1592196778616,1244,-3244,16724,-1728,-278,119
tail,0,1592196778665,1508,-3356,16652,-1728,-377,-134
tail,0,1592196778716,1504,-3420,16660,-1712,-330,161
tail,0,1592196778764,1160,-3224,16468,-1696,-321,49
tail,0,1592196778812,1752,-3396,16624,-1696,-283,9
tail,0,1592196778863,1476,-3352,16764,-1680,-187,-27
tail,0,1592196778912,540,-3120,16616,-1680,-309,-641
tail,0,1592196778962,1560,-3228,16404,-1680,-272,92
tail,0,1592196779014,1272,-3332,16696,-1680,-357,250
tail,0,1592196779062,1488,-3328,16692,-1696,-295,-107
tail,0,1592196779111,1300,-3264,16636,-1680,-431,-74
tail,0,1592196779163,1452,-3372,16644,-1680,-370,-118
tail,0,1592196779212,1156,-3228,16668,-1680,-382,161
tail,0,1592196779261,1452,-3284,16616,-1712,-349,56
tail,0,1592196779312,1556,-3236,16544,-1680,-395,-117
tail,0,1592196779362,1684,-3280,16492,-1680,-406,139
tail,0,1592196779416,1432,-3308,16608,-1664,-421,216
tail,0,1592196779462,1356,-3440,16644,-1696,-320,-136
tail,0,1592196779514,1812,-3404,16636,-1648,-388,-39
tail,0,1592196779565,1336,-3392,16680,-1712,-344,-25
tail,0,1592196779622,1680,-3408,16640,-1664,-400,-31
tail,0,1592196779663,1496,-3272,16588,-1680,-288,196
tail,0,1592196779711,1552,-3228,16628,-1712,-407,43
tail,0,1592196779762,1536,-3220,16560,-1680,-262,83
tail,0,1592196779864,1484,-3252,16576,-1712,-275,30
tail,0,1592196779865,1272,-3360,16836,-1712,-163,164
tail,0,1592196779912,1788,-3436,16608,-1680,-302,-239
tail,0,1592196779964,1568,-3248,16560,-1696,-191,236
tail,0,1592196780011,1480,-3268,16592,-1680,-342,-61
tail,0,1592196780062,1712,-3308,16440,-1696,-214,226
tail,0,1592196780111,1388,-3304,16696,-1680,-214,270
tail,0,1592196780161,1288,-3288,16616,-1680,-259,99
tail,0,1592196780211,1456,-3376,16684,-1712,-248,167
tail,0,1592196780261,1636,-3184,16544,-1696,-331,3
tail,0,1592196780311,1352,-3136,16692,-1696,-201,155
tail,0,1592196780363,1320,-3292,16584,-1680,-230,35
tail,0,1592196780412,1840,-3312,16764,-1680,-224,193
tail,0,1592196780461,1236,-3124,16628,-1680,-121,61
tail,0,1592196780511,1348,-3124,16496,-1680,-174,163
tail,0,1592196780561,1508,-3228,16544,-1696,-230,612
tail,0,1592196780611,1372,-3208,16608,-1696,-67,66
tail,0,1592196780662,1088,-3008,16444,-1664,-20,22
tail,0,1592196780711,1728,-3124,16652,-1664,-287,44
tail,0,1592196780762,1288,-3008,16716,-1680,-124,-33
tail,0,1592196780811,1416,-3084,16784,-1648,-42,-124
tail,0,1592196780865,1484,-2920,16796,-1680,-43,-152
tail,0,1592196780911,1752,-3048,16540,-1696,-185,24
tail,0,1592196780963,1524,-2972,16708,-1696,-200,72
tail,0,1592196781012,1248,-2796,16576,-1680,-173,-190
tail,0,1592196781064,1796,-2968,16676,-1664,-276,113
tail,0,1592196781111,1216,-2920,16560,-1696,-94,-245
tail,0,1592196781164,1776,-3012,16732,-1664,-107,-8
tail,0,1592196781213,1812,-2888,16972,-1680,10,-711
tail,0,1592196781266,2108,-3572,16636,-1680,278,1032
tail,0,1592196781314,1408,-2948,17600,-1680,1511,-1660
tail,0,1592196781362,1840,-2668,17904,-1696,3501,-1198
tail,0,1592196781411,1816,-3476,19556,-1696,4464,634
tail,0,1592196781465,1920,-2360,18704,-1696,7907,-1385
tail,0,1592196781519,476,-1980,20464,-1680,11327,-4278
tail,0,1592196781586,1676,-88,18420,-1712,12570,-5681
tail,0,1592196781615,2992,672,18984,-1696,12828,-6283
tail,0,1592196781665,3844,2044,18156,-1680,16721,-7684
tail,0,1592196781713,4300,3968,15388,-1696,17892,-8419
tail,0,1592196781774,4280,6180,12084,-1680,19643,-8164
tail,0,1592196781823,5740,8076,10276,-1680,19037,-7434
tail,0,1592196781871,3556,10192,7500,-1664,19278,-8862
tail,0,1592196781912,3700,11644,5796,-1664,18542,-6586
tail,0,1592196781963,5008,13840,1528,-1712,17288,-7374
tail,0,1592196782021,5608,15424,1700,-1680,10172,-353
tail,0,1592196782065,6980,15608,2972,-1680,5063,287
tail,0,1592196782152,4848,16212,3216,-1712,3816,4281
tail,0,1592196782166,6488,15732,3208,-1680,2474,2442
tail,0,1592196782214,6356,15944,2072,-1696,116,1423
tail,0,1592196782266,6604,14964,3796,-1696,59,1721
tail,0,1592196782313,5596,15404,2984,-1728,-479,586
tail,0,1592196782362,2336,15456,3096,-1680,-953,2070
tail,0,1592196782412,1144,15444,3568,-1680,-1417,620
tail,0,1592196782462,-1404,14924,3272,-1696,-2779,1414
tail,0,1592196782521,3464,10368,1768,-1680,-9854,779
tail,0,1592196782562,20004,2740,8084,-1664,-11137,225
tail,0,1592196782614,32767,1928,10252,-1680,1040,-7092
tail,0,1592196782663,16864,4568,1028,-1712,9336,1225
tail,0,1592196782712,-1788,12004,2556,-1712,2832,3761
tail,0,1592196782767,-2284,13460,5872,-1696,-1405,2003
tail,0,1592196782813,-11268,9576,-628,-1696,-13050,2506
tail,0,1592196782863,25768,-6084,8104,-1680,-14947,-5613
tail,0,1592196782921,32767,-6288,9432,-1664,9873,-7654
tail,0,1592196782962,6556,2464,-956,-1680,11094,9196
tail,0,1592196783013,-128,11644,6284,-1680,-2427,7095
tail,0,1592196783062,-12460,14232,3392,-1712,-4230,5333
tail,0,1592196783115,316,-6384,6100,-1696,-28037,2301
tail,0,1592196783163,32767,-7024,20800,-1696,8779,-22725
tail,0,1592196783217,23484,-1596,5956,-1696,11004,4610
tail,0,1592196783264,-12864,11828,2384,-1696,-2824,8806
tail,0,1592196783333,-11268,13992,6508,-1680,-790,3440
tail,0,1592196783365,-7520,2172,4592,-1696,-21047,2809
tail,0,1592196783414,32767,-2124,16892,-1696,4340,-19863
tail,0,1592196783464,11140,2484,584,-1680,9551,11732
tail,0,1592196783515,-1656,11792,8864,-1696,-4179,2180
tail,0,1592196783565,-7088,13876,3212,-1712,-2257,6105
tail,0,1592196783620,5548,-7328,10172,-1728,-22152,-3858
