type,state,timeStamp,Ax,Ay,Az,Gx,Gy,Gz
tail,0,1592196937520,-2680,16140,-3028,-1824,-182,-449
tail,0,1592196937569,-1736,15928,-3504,-1824,-693,-137
tail,0,1592196937622,-2736,16028,-2844,-1808,-225,291
tail,0,1592196937669,-1124,15840,-3172,-1808,-337,58
tail,0,1592196937720,-1400,15788,-3388,-1840,-303,-202
tail,0,1592196937770,-1892,16028,-3244,-1840,-515,-166
tail,0,1592196937827,-3432,16244,-3488,-1808,-396,-1478
tail,0,1592196937871,-1768,15872,-3248,-1824,-267,-310
tail,0,1592196937919,-1260,15720,-3164,-1792,-348,-36
tail,0,1592196937972,-2252,16096,-3268,-1808,-260,-60
tail,0,1592196938019,-3912,15740,-2724,-1808,-462,60
tail,0,1592196938069,-2656,16000,-3204,-1792,-241,34
tail,0,1592196938119,-2936,15904,-3120,-1808,-230,146
tail,0,1592196938169,-1088,15684,-3188,-1792,-397,129
tail,0,1592196938219,-2452,15984,-2892,-1808,-267,-128
tail,0,1592196938278,-1040,16008,-3132,-1840,-292,336
tail,0,1592196938319,-1904,15804,-3168,-1808,-207,200
tail,0,1592196938373,-1392,15808,-3284,-1872,-110,306
tail,0,1592196938419,-2360,16044,-2672,-1792,-109,937
tail,0,1592196938470,-68,15928,-3136,-1824,-263,89
tail,0,1592196938519,-1524,16088,-3236,-1824,-289,127
tail,0,1592196938570,-1132,16000,-3324,-1840,-318,156
tail,0,1592196938620,-1672,15900,-3228,-1808,-397,256
tail,0,1592196938669,-740,16028,-3340,-1776,-454,-57
tail,0,1592196938719,-2204,16136,-3136,-1808,-204,-27
tail,0,1592196938770,-1356,16196,-3068,-1808,-437,-16
tail,0,1592196938819,-888,15720,-3416,-1792,-349,453
tail,0,1592196938869,-680,16136,-3252,-1856,-634,17
tail,0,1592196938919,-548,16472,-4064,-1824,-482,-326
tail,0,1592196938969,-1440,16248,-3020,-1808,-487,25
tail,0,1592196939019,-416,16020,-3440,-1840,-668,7
tail,0,1592196939069,276,15884,-2932,-1808,-548,-249
tail,0,1592196939120,240,15732,-3452,-1808,-371,-44
tail,0,1592196939169,-592,16020,-2176,-1808,-704,-847
tail,0,1592196939219,-3252,16128,-3128,-1824,-123,-728
tail,0,1592196939269,-3196,15936,-2804,-1824,-32,590
tail,0,1592196939373,-2280,16072,-3136,-1792,-416,-63
tail,0,1592196939373,-1648,15636,-3380,-1808,-55,415
tail,0,1592196939419,-1420,16116,-3012,-1840,-409,11
tail,0,1592196939469,-1292,15776,-3072,-1840,-343,34
tail,0,1592196939519,-2200,16152,-3332,-1808,-325,-500
tail,0,1592196939570,-2044,15896,-3448,-1824,188,36
tail,0,1592196939688,-2800,15696,-2796,-1808,-45,499
tail,0,1592196939689,-3288,15872,-3260,-1792,-255,50
tail,0,1592196939721,-3012,15912,-3200,-1824,-218,349
tail,0,1592196939772,-3068,15836,-2756,-1808,-258,739
tail,0,1592196939820,-1876,15652,-3320,-1808,-330,187
tail,0,1592196939869,-3020,15740,-3040,-1808,-275,525
tail,0,1592196939946,-2592,16148,-3320,-1824,-465,94
tail,0,1592196939969,-3856,15600,-3512,-1824,-284,1121
tail,0,1592196940021,-1696,15832,-3148,-1824,-270,323
tail,0,1592196940069,-1100,15740,-2792,-1808,-420,268
tail,0,1592196940119,-2672,16136,-3400,-1840,-74,345
tail,0,1592196940169,-1584,16080,-3256,-1840,-402,147
tail,0,1592196940261,-1624,15780,-3244,-1808,-324,9
tail,0,1592196940270,-1472,16108,-3416,-1840,-342,121
tail,0,1592196940322,-2220,16136,-2980,-1824,-462,181
tail,0,1592196940369,-316,15788,-3160,-1824,-332,188
tail,0,1592196940422,-1200,15956,-3312,-1824,-320,368
tail,0,1592196940469,-1272,16236,-3520,-1808,-648,-128
tail,0,1592196940551,-856,15660,-3012,-1840,-321,49
tail,0,1592196940570,-1156,15996,-3088,-1808,-449,307
tail,0,1592196940621,-1392,16168,-3668,-1792,-599,-18
tail,0,1592196940669,-712,15924,-2848,-1824,-697,-420
tail,0,1592196940721,600,15848,-4892,-1808,-1268,-1551
tail,0,1592196940770,-1072,16644,-3556,-1840,-1037,-1015
tail,0,1592196940835,-2256,15896,-3152,-1824,30,633
tail,0,1592196940869,-1300,15860,-2872,-1792,15,118
tail,0,1592196940923,-1560,15936,-1996,-1808,1915,927
tail,0,1592196940971,-2496,15928,-3620,-1808,157,-375
tail,0,1592196941025,-2060,15940,-3588,-1824,-105,357
tail,0,1592196941069,-2288,15904,-3384,-1792,-802,227
tail,0,1592196941123,-1680,15800,-3036,-1824,-808,-206
tail,0,1592196941170,-2264,15792,-3428,-1824,-2397,-1111
tail,0,1592196941220,-3252,15904,-1516,-1808,-1780,-1205
tail,0,1592196941269,-2432,15940,-2772,-1840,-205,-62
tail,0,1592196941319,-2444,15936,-2800,-1808,468,402
tail,0,1592196941369,-1920,15956,-3096,-1808,-484,-195
tail,0,1592196941421,-1948,15724,-2740,-1840,293,427
tail,0,1592196941470,-2428,15820,-3236,-1808,-236,-224
tail,0,1592196941519,-2524,15904,-3040,-1792,-422,-153
tail,0,1592196941570,-3344,15712,-3048,-1792,-9,587
tail,0,1592196941620,-3548,15888,-3360,-1840,-37,203
tail,0,1592196941669,-2612,15668,-2876,-1808,-89,232
tail,0,1592196941722,-2768,15816,-3540,-1808,168,332
tail,0,1592196941769,-2132,15740,-3380,-1824,93,83
tail,0,1592196941821,-3012,15696,-3208,-1792,-108,489
tail,0,1592196941869,-2984,15752,-3100,-1856,74,-13
tail,0,1592196941920,-3552,15676,-3280,-1824,-115,14
tail,0,1592196941970,-2820,15536,-3300,-1808,-335,79
tail,0,1592196942019,-3032,15632,-3408,-1808,57,27
tail,0,1592196942072,-3132,15376,-3228,-1840,-55,63
tail,0,1592196942120,-4048,15556,-3236,-1840,-171,259
tail,0,1592196942171,-3724,15380,-3508,-1824,-361,-1
tail,0,1592196942219,-3844,15480,-3508,-1824,-289,286
tail,0,1592196942270,-3968,15548,-3148,-1824,-429,267
tail,0,1592196942319,-4852,15488,-2704,-1840,-118,1247
tail,0,1592196942370,-3236,15640,-3608,-1808,-868,12
tail,0,1592196942419,-2028,15492,-3140,-1808,-505,-31
tail,0,1592196942473,-3348,15900,-3240,-1808,-573,-205
tail,0,1592196942520,-1840,15744,-3380,-1808,-550,-86
tail,0,1592196942570,-3332,15776,-2860,-1808,-420,193
tail,0,1592196942623,-1916,15804,-3356,-1856,-419,-10
tail,0,1592196942681,-3036,16016,-3608,-1792,-518,85
tail,0,1592196942719,-2152,15876,-2760,-1824,-500,-82
tail,0,1592196942769,-2416,15840,-3204,-1792,288,57
tail,0,1592196942819,-2396,16116,-3868,-1808,-85,361
tail,0,1592196942869,-2216,15788,-3504,-1808,-32,259
tail,0,1592196942919,-2840,15992,-3208,-1808,156,661
tail,0,1592196942970,-1996,15860,-3448,-1840,-422,374
tail,0,1592196943019,-2048,15984,-3456,-1824,-411,-21
tail,0,1592196943069,-1884,15908,-3604,-1824,-639,80
tail,0,1592196943120,-2100,15888,-3368,-1840,-803,-108
tail,0,1592196943169,-756,15860,-3228,-1840,-736,-81
tail,0,1592196943219,-1532,15784,-3172,-1808,1,409
tail,0,1592196943269,-2556,16196,-3792,-1808,-99,773
tail,0,1592196943321,-1516,16092,-3340,-1808,-639,-68
tail,0,1592196943369,-1824,15856,-3280,-1824,-494,427
tail,0,1592196943419,-936,16276,-3412,-1824,-707,212
tail,0,1592196943475,-764,15708,-3536,-1824,-487,218
tail,0,1592196943519,-1748,16428,-3056,-1824,-326,119
tail,0,1592196943569,188,15700,-3024,-1824,-760,-423
tail,0,1592196943626,104,15612,-3264,-1824,-503,-323
tail,0,1592196943669,-2684,16212,-3196,-1808,1401,355
tail,0,1592196943719,-2856,15960,-3716,-1808,528,672
tail,0,1592196943770,-1868,15612,-3340,-1840,486,283
tail,0,1592196943819,-3336,15976,-3848,-1808,-40,-59
tail,0,1592196943889,-2536,15708,-3456,-1824,-233,-200
tail,0,1592196943920,-2580,15720,-3556,-1856,-132,-121
tail,0,1592196943972,-2112,15564,-3708,-1824,-441,-183
tail,0,1592196944019,-3044,15680,-3300,-1824,-382,-175
tail,0,1592196944070,-1920,15472,-3952,-1824,-322,-816
tail,0,1592196944120,-5664,15644,-3012,-1840,293,449
tail,0,1592196944169,-4368,15752,-3752,-1840,-96,264
tail,0,1592196944219,-3700,15372,-3532,-1840,-456,119
tail,0,1592196944269,-3504,15320,-3220,-1808,-322,102
tail,0,1592196944322,-3856,15612,-3700,-1808,-356,205
tail,0,1592196944369,-3928,15444,-3948,-1792,-484,130
tail,0,1592196944420,-3392,15568,-3932,-1824,-536,535
tail,0,1592196944470,-3056,15372,-2788,-1824,-817,162
tail,0,1592196944524,-2156,15436,-3704,-1792,-178,660
tail,0,1592196944569,-2648,15616,-3520,-1792,-361,-115
tail,0,1592196944620,-2580,15784,-3800,-1824,-167,-172
tail,0,1592196944673,-2932,15624,-3612,-1840,-225,213
tail,0,1592196944719,-2680,15564,-3648,-1808,-453,720
tail,0,1592196944769,-2596,15676,-4164,-1808,-458,98
tail,0,1592196944835,-2284,15588,-3636,-1824,-871,351
tail,0,1592196944869,-2496,15624,-2888,-1840,-973,24
tail,0,1592196944919,-2616,16032,-3344,-1792,-416,-175
tail,0,1592196944969,-2016,15644,-3680,-1840,-511,408
tail,0,1592196945020,-2048,15820,-3476,-1792,-525,72
tail,0,1592196945076,-2468,15816,-3536,-1824,-789,534
tail,0,1592196945257,-1568,15672,-3288,-1792,-474,170
tail,0,1592196945258,-2484,16084,-3536,-1840,-468,-69
tail,0,1592196945258,-1632,15840,-3380,-1808,-894,95
tail,0,1592196945281,-2388,16020,-3512,-1856,-394,248
tail,0,1592196945545,-1876,15976,-3000,-1808,-200,208
tail,0,1592196945545,-1792,15924,-2928,-1776,-480,197
tail,0,1592196945545,-1852,16048,-3608,-1808,-411,-217
tail,0,1592196945548,-2016,15796,-2960,-1808,-367,136
tail,0,1592196945548,-1464,16116,-3140,-1824,-446,56
tail,0,1592196945596,-1436,15932,-3376,-1808,-301,140
tail,0,1592196945679,-1340,15876,-3148,-1776,-353,-108
tail,0,1592196945679,-1536,16000,-3496,-1856,-143,-330
tail,0,1592196945720,-2304,16036,-3256,-1808,-433,152
tail,0,1592196945862,-2120,15944,-3328,-1808,-236,-205
tail,0,1592196945862,-2228,15808,-2988,-1808,575,581
tail,0,1592196945872,-2408,16008,-3620,-1792,-134,-62
tail,0,1592196945927,-2692,15684,-3288,-1840,1161,-326
tail,0,1592196945973,-3684,15396,-3476,-1808,114,-278
tail,0,1592196946020,-4028,15624,-3656,-1824,-59,-12
tail,0,1592196946074,-4336,15544,-3696,-1808,-75,259
tail,0,1592196946136,-3232,15344,-3708,-1808,-313,-28
tail,0,1592196946182,-2904,15336,-3288,-1824,-533,-572
tail,0,1592196946227,-3616,15540,-3436,-1808,-132,-84
tail,0,1592196946270,-3744,15364,-3752,-1808,-299,171
tail,0,1592196946322,-4588,15324,-3620,-1792,-399,155
tail,0,1592196946371,-4720,15512,-3476,-1824,-594,818
tail,0,1592196946421,-3356,15464,-3736,-1856,-509,-139
tail,0,1592196946471,-3072,15308,-3700,-1808,-479,0
tail,0,1592196946520,-4592,15584,-3472,-1824,-374,-87
tail,0,1592196946571,-4688,15480,-3064,-1808,-709,-16
tail,0,1592196946620,-3988,15208,-3508,-1808,-389,20
tail,0,1592196946671,-4200,15484,-3460,-1808,-346,98
tail,0,1592196946720,-4404,15560,-3528,-1808,-509,127
tail,0,1592196946770,-3288,15392,-3592,-1840,-287,-73
tail,0,1592196946820,-3420,15456,-3480,-1824,-531,39
tail,0,1592196946871,-3724,15552,-3400,-1808,-310,65
tail,0,1592196946920,-4048,15576,-3344,-1824,-404,538
tail,0,1592196946980,-4024,15776,-3912,-1792,-447,841
tail,0,1592196947021,-1376,15440,-3120,-1792,-735,431
tail,0,1592196947071,-1572,15772,-3096,-1808,-578,-219
tail,0,1592196947120,-2088,15856,-3404,-1808,-72,49
tail,0,1592196947170,-1584,15588,-3580,-1808,-609,-262
tail,0,1592196947220,-3040,15680,-3312,-1808,-338,113
tail,0,1592196947286,-2752,16380,-3176,-1808,-396,-494
tail,0,1592196947321,-2148,15684,-3260,-1824,-723,-165
tail,0,1592196947371,-2580,15944,-3644,-1824,-497,221
tail,0,1592196947421,-1976,15800,-3204,-1824,-765,-167
tail,0,1592196947474,-2688,16052,-3440,-1840,-683,-151
tail,0,1592196947520,-1916,15792,-3060,-1840,-546,183
tail,0,1592196947571,-2624,15868,-3516,-1808,-563,445
tail,0,1592196947620,-1312,15864,-2804,-1808,-1532,-237
tail,0,1592196947670,-2464,16040,-2788,-1808,-553,137
tail,0,1592196947720,-1732,16000,-3004,-1808,-568,86
tail,0,1592196947771,-912,15876,-3348,-1824,-1065,-684
tail,0,1592196947822,-1824,16080,-3460,-1824,-703,-240
tail,0,1592196947871,-1172,15652,-2536,-1824,-1088,-598
tail,0,1592196947921,-1064,15756,-2820,-1808,-510,-795
tail,0,1592196947970,-1280,16016,-2088,-1808,-225,-577
tail,0,1592196948021,-3720,15972,-2904,-1792,1384,478
tail,0,1592196948070,-3668,15740,-3680,-1824,159,740
tail,0,1592196948121,-3020,15792,-3240,-1824,-637,99
tail,0,1592196948171,-2496,15724,-3056,-1840,-302,-105
tail,0,1592196948220,-2952,15548,-3104,-1808,55,29
tail,0,1592196948272,-3604,15652,-2828,-1808,59,65
tail,0,1592196948320,-3532,15644,-3428,-1856,-228,16
tail,0,1592196948374,-2756,15440,-3272,-1824,-173,-61
tail,0,1592196948421,-3652,15588,-3168,-1808,-99,299
tail,0,1592196948473,-3748,15708,-3476,-1808,-133,-117
tail,0,1592196948525,-4064,15544,-3156,-1760,-279,-202
tail,0,1592196948570,-3788,15360,-3260,-1824,-247,196
tail,0,1592196948623,-4656,15688,-3252,-1824,-422,230
tail,0,1592196948670,-4036,15460,-3276,-1808,-194,252
tail,0,1592196948734,-3028,15260,-3360,-1808,-461,205
tail,0,1592196948771,-2884,15552,-3112,-1824,-750,-98
tail,0,1592196948822,-3964,15488,-3220,-1808,-283,-76
tail,0,1592196948871,-3852,15476,-3352,-1776,-485,353
tail,0,1592196948920,-4076,15868,-3540,-1824,-648,230
tail,0,1592196948970,-3128,15556,-3004,-1824,-470,154
tail,0,1592196949020,-2328,15600,-3180,-1824,-501,43
tail,0,1592196949073,-2240,15652,-3424,-1808,-498,-63
tail,0,1592196949130,-3472,15804,-2792,-1808,-254,198
tail,0,1592196949170,-3008,15932,-3436,-1808,-249,10
tail,0,1592196949221,-2820,15636,-2952,-1808,-96,759
tail,0,1592196949270,-3456,15820,-3320,-1824,-324,205
tail,0,1592196949321,-2388,15700,-3016,-1824,-351,164
tail,0,1592196949370,-2660,15824,-3032,-1776,-222,142
tail,0,1592196949422,-3820,15896,-3156,-1776,-484,-23
tail,0,1592196949470,-2968,15780,-3100,-1808,-239,-38
tail,0,1592196949521,-2412,15708,-3448,-1824,-412,14
tail,0,1592196949571,-2668,15580,-3404,-1824,-764,1227
tail,0,1592196949620,-3232,15896,-2508,-1792,-484,436
tail,0,1592196949671,-2032,15876,-3064,-1808,-435,-149
tail,0,1592196949720,-2964,15680,-3156,-1808,-348,325
tail,0,1592196949770,-1968,15872,-3260,-1840,-456,-172
tail,0,1592196949820,-2160,15784,-2736,-1808,-253,-133
tail,0,1592196949871,-2860,15860,-3508,-1824,-13,-829
tail,0,1592196949920,-3608,15728,-3244,-1840,-30,220
tail,0,1592196949970,-3348,15748,-3248,-1824,-180,-42
tail,0,1592196950020,-3128,15568,-3440,-1808,-746,-83
tail,0,1592196950070,-2608,15576,-2888,-1808,137,-65
tail,0,1592196950120,-4004,15696,-2844,-1808,-81,237
tail,0,1592196950170,-3700,15552,-3524,-1808,-150,28
tail,0,1592196950222,-3892,15492,-3232,-1824,-313,362
tail,0,1592196950270,-3908,15584,-3196,-1792,-403,-146
tail,0,1592196950323,-3392,15292,-3636,-1808,-1647,-517
tail,0,1592196950370,-3532,15364,-2644,-1808,-205,-104
tail,0,1592196950424,-3384,15592,-3256,-1840,-596,-293
tail,0,1592196950471,-4440,15484,-3072,-1808,-388,430
tail,0,1592196950520,-3868,15648,-2680,-1792,-61,88
tail,0,1592196950571,-3184,15444,-3460,-1792,-544,-223
tail,0,1592196950621,-4096,15580,-3208,-1824,-231,233
tail,0,1592196950671,-3776,15592,-2900,-1840,-653,-62
tail,0,1592196950720,-3824,15276,-3024,-1776,-247,252
tail,0,1592196950771,-3388,15540,-2776,-1840,-220,271
tail,0,1592196950820,-3672,15568,-3064,-1808,-604,108
tail,0,1592196950870,-4036,15980,-3328,-1824,-654,0
tail,0,1592196950920,-2464,15504,-2736,-1792,-755,-295
tail,0,1592196950972,-3908,15828,-2956,-1792,-364,246
tail,0,1592196951020,-2544,15784,-2420,-1808,-322,347
tail,0,1592196951070,-2828,15504,-3044,-1808,-547,180
tail,0,1592196951121,-3416,16000,-3108,-1840,-245,-108
tail,0,1592196951171,-2352,15744,-2940,-1824,-406,-178
tail,0,1592196951220,-1488,15348,-2712,-1808,12,-341
tail,0,1592196951274,-2940,16000,-3388,-1824,271,5
tail,0,1592196951324,-4688,15744,-2904,-1792,-321,-10
tail,0,1592196951372,-4072,15528,-2760,-1808,-282,339
tail,0,1592196951421,-3592,15672,-3216,-1808,-324,-273
tail,0,1592196951470,-3564,15416,-2944,-1808,-86,374
tail,0,1592196951520,-3744,15672,-3040,-1808,-294,-64
tail,0,1592196951573,-3824,15740,-3004,-1808,-152,-1292
tail,0,1592196951621,-4024,15676,-3432,-1792,-325,-203
tail,0,1592196951672,-3732,15380,-3124,-1792,20,-130
tail,0,1592196951720,-4476,15168,-3612,-1792,5,-365
tail,0,1592196951771,-3844,15380,-2756,-1824,-496,-311
tail,0,1592196951821,-4544,14716,-1580,-1824,-1310,-293
tail,0,1592196951870,-4600,15488,-3004,-1824,102,120
tail,0,1592196951920,-5284,15472,-3024,-1824,-521,106
tail,0,1592196951971,-3900,15188,-3128,-1840,-243,133
tail,0,1592196952021,-4180,15336,-3180,-1808,-500,-19
tail,0,1592196952071,-4668,15284,-3112,-1808,-279,333
tail,0,1592196952120,-4276,15512,-2988,-1808,-396,-4
tail,0,1592196952170,-4224,15368,-3052,-1808,-379,164
tail,0,1592196952220,-3752,15528,-2628,-1792,-342,640
tail,0,1592196952270,-4332,15424,-3324,-1808,-229,123
tail,0,1592196952320,-4184,15660,-2960,-1824,-308,604
tail,0,1592196952372,-4280,15472,-3472,-1840,-463,144
tail,0,1592196952420,-3868,15496,-2816,-1792,-232,774
tail,0,1592196952472,-3388,15528,-3308,-1824,-567,196
tail,0,1592196952521,-3140,15636,-2620,-1792,-339,-137
tail,0,1592196952573,-3164,15476,-3112,-1808,-289,-88
tail,0,1592196952621,-3784,15804,-3160,-1808,-395,118
tail,0,1592196952671,-2704,15572,-3160,-1840,-572,-141
tail,0,1592196952738,-2328,15464,-2948,-1760,-383,15
tail,0,1592196952770,-3832,15844,-2796,-1792,-263,153
tail,0,1592196952821,-2512,15588,-3180,-1824,-309,-114
tail,0,1592196952871,-4412,15552,-3040,-1792,-152,-104
tail,0,1592196952922,-3468,15764,-3048,-1792,-549,-39
tail,0,1592196952971,-3620,15480,-2964,-1808,-228,-199
tail,0,1592196953021,-3632,15680,-3168,-1840,-307,60
tail,0,1592196953070,-3528,15456,-2612,-1808,-310,-55
tail,0,1592196953122,-3856,15592,-3412,-1808,-339,-213
tail,0,1592196953170,-4112,15528,-3048,-1808,-427,-33
tail,0,1592196953221,-4116,15444,-3040,-1808,-101,-20
tail,0,1592196953270,-4024,15452,-2820,-1824,-254,121
tail,0,1592196953320,-4936,15556,-3248,-1824,-295,179
tail,0,1592196953370,-4428,15404,-2744,-1776,-344,46
tail,0,1592196953421,-4036,15272,-3300,-1808,-326,24
tail,0,1592196953472,-4480,15376,-3000,-1792,-250,167
tail,0,1592196953520,-4424,15364,-3012,-1824,-295,58
tail,0,1592196953571,-4776,15540,-3448,-1824,-299,-383
tail,0,1592196953621,-4608,15296,-2872,-1824,-301,206
tail,0,1592196953670,-4288,15252,-2920,-1840,-218,209
tail,0,1592196953753,-4724,15368,-2848,-1808,-281,-51
tail,0,1592196953773,-4872,15388,-3324,-1808,-211,-29
tail,0,1592196953822,-4780,15424,-3052,-1824,-260,123
tail,0,1592196953879,-4480,15528,-3032,-1808,-621,225
tail,0,1592196953921,-4080,15360,-3024,-1824,-346,26
tail,0,1592196953971,-3420,15332,-2796,-1808,-339,237
tail,0,1592196954021,-4324,15644,-3260,-1808,-387,-205
tail,0,1592196954071,-3972,15384,-2908,-1792,-518,141
tail,0,1592196954121,-2740,15480,-4028,-1792,-706,-94
tail,0,1592196954171,-2872,15628,-2788,-1792,-448,-13
tail,0,1592196954220,-3328,15408,-3284,-1808,-599,246
tail,0,1592196954270,-3684,15736,-2804,-1808,-312,19
tail,0,1592196954321,-3464,15704,-3220,-1808,-828,-418
tail,0,1592196954371,-3672,15740,-2880,-1824,-935,146
tail,0,1592196954420,-2280,15596,-2748,-1776,-932,2
tail,0,1592196954472,-3828,15744,-2640,-1808,-276,-573
tail,0,1592196954522,-3264,16292,-2448,-1824,91,-329
tail,0,1592196954579,-2816,15744,-3104,-1808,-968,-77
tail,0,1592196954621,-2400,15844,-3096,-1808,-367,-175
tail,0,1592196954671,-3464,15956,-2724,-1808,-808,593
tail,0,1592196954724,-2492,16056,-2844,-1824,-569,-147
tail,0,1592196954771,-2968,15852,-2700,-1808,-413,320
tail,0,1592196954821,-2632,16040,-2504,-1808,-626,-308
tail,0,1592196954872,-2300,15888,-2664,-1808,-892,-233
tail,0,1592196954921,-2136,15920,-2512,-1824,-610,315
tail,0,1592196954973,-1484,15996,-2500,-1792,-670,245
tail,0,1592196955021,-2344,16064,-2064,-1808,-302,-111
tail,0,1592196955072,-2272,16284,-2832,-1808,-520,330
tail,0,1592196955120,-1976,16060,-2252,-1840,-570,-57
tail,0,1592196955171,-1964,15992,-2272,-1824,-1289,146
tail,0,1592196955221,-1912,16104,-2052,-1792,-1100,-405
tail,0,1592196955273,-1584,16060,-1788,-1808,-1399,-350
tail,0,1592196955321,-2444,15908,-1324,-1808,-1080,-515
tail,0,1592196955374,-1244,16124,-1440,-1792,-88,-55
tail,0,1592196955420,-1808,15628,-1688,-1824,1618,1215
tail,0,1592196955470,-3808,16024,-2464,-1840,-5,-90
tail,0,1592196955520,-3904,15860,-2224,-1808,-205,-326
tail,0,1592196955576,-4632,15572,-2720,-1808,-367,312
tail,0,1592196955620,-4120,15556,-2464,-1824,291,234
tail,0,1592196955670,-5184,15608,-2564,-1824,230,243
tail,0,1592196955720,-4172,15216,-2444,-1824,144,256
tail,0,1592196955771,-5080,15324,-2656,-1808,335,745
tail,0,1592196955820,-4788,15412,-2632,-1824,128,30
tail,0,1592196955871,-4328,15128,-2408,-1792,68,51
tail,0,1592196955922,-4704,15008,-2608,-1840,143,99
tail,0,1592196955971,-5748,15128,-2608,-1840,-70,-161
tail,0,1592196956020,-6260,14932,-3100,-1792,-22,-99
tail,0,1592196956070,-5164,14768,-2664,-1792,-48,38
tail,0,1592196956121,-6996,14864,-3148,-1840,-207,-292
tail,0,1592196956399,-6232,14624,-2832,-1808,-21,246
tail,0,1592196956400,-5976,14524,-2804,-1792,-91,149
tail,0,1592196956402,-7164,14556,-2656,-1792,-525,-111
tail,0,1592196956402,-6836,14196,-3008,-1808,483,649
tail,0,1592196956402,-8756,13960,-2628,-1808,563,586
tail,0,1592196956430,-8884,13780,-3344,-1824,209,66
tail,0,1592196956585,-8208,13540,-2848,-1792,-132,-137
tail,0,1592196956586,-9096,13416,-3276,-1792,-117,115
tail,0,1592196956586,-8864,13456,-2960,-1792,-250,184
tail,0,1592196956639,-8424,13336,-2992,-1808,-240,498
tail,0,1592196956697,-8088,13388,-2992,-1808,-144,162
tail,0,1592196956723,-8996,13256,-3028,-1808,-253,473
tail,0,1592196956775,-9412,13512,-3300,-1792,-804,305
tail,0,1592196956832,-11232,14152,-2876,-1856,-1923,1886
tail,0,1592196956889,-3176,13904,-1872,-1792,-2529,268
tail,0,1592196956924,-6012,14876,-3120,-1824,-1635,-539
tail,0,1592196956976,-1508,15440,-2740,-1808,-357,184
tail,0,1592196957025,-5244,15372,-2592,-1808,501,700
tail,0,1592196957073,-3408,15552,-2312,-1808,182,487
tail,0,1592196957132,624,14888,-3368,-1776,-539,-2189
tail,0,1592196957173,1936,12040,-956,-1824,1773,-1130
tail,0,1592196957228,-14972,10164,-3236,-1792,4513,751
tail,0,1592196957273,-18576,11872,-4564,-1808,399,-3220
tail,0,1592196957360,-26160,10560,-4396,-1808,-2172,6135
tail,0,1592196957439,15296,12304,-1220,-1824,-3754,-6756
tail,0,1592196957440,-156,172,524,-1808,3915,6160
tail,0,1592196957473,-32768,9708,-11352,-1792,726,-5981
tail,0,1592196957523,-20152,6236,-4656,-1824,-5102,-766
tail,0,1592196957583,2304,9520,-1540,-1824,-2745,-4337
tail,0,1592196957623,636,2264,-336,-1808,3821,1038
tail,0,1592196957673,-32768,2140,-7012,-1808,5322,-1662
tail,0,1592196957723,-24424,2180,-1816,-1824,-521,8711
tail,0,1592196957773,-7932,4492,-4328,-1808,-6201,-2104
tail,0,1592196957828,14184,9896,-2328,-1824,-1373,-18961
tail,0,1592196957874,-32768,-11576,-636,-1792,20602,31984
tail,0,1592196957923,-18488,-672,-584,-1840,-7323,-5678
tail,0,1592196957978,-15668,1172,-5416,-1808,-9271,-2702
tail,0,1592196958023,27528,9052,-1496,-1824,-2774,-17273
tail,0,1592196958075,-32768,-9908,-5096,-1824,20076,20355
tail,0,1592196958139,-23948,-2416,-2072,-1792,-5416,3060
tail,0,1592196958174,-8764,2736,-4180,-1792,-7494,2176
tail,0,1592196958226,19988,8716,-852,-1808,-1419,-8528
tail,0,1592196958273,-32768,-4784,-8548,-1840,14824,21865
tail,0,1592196958323,-26560,-680,-2184,-1808,-14054,1435
tail,0,1592196958373,-2024,6100,-2764,-1792,-9493,-2907
tail,0,1592196958424,10804,10492,-204,-1792,-1712,-9670
tail,0,1592196958473,-12504,-9180,3224,-1808,7878,18796
tail,0,1592196958524,-32768,6024,-8672,-1808,-2981,-8237
tail,0,1592196958582,-21560,-428,-6104,-1808,-11585,-6251
tail,0,1592196958625,18428,9324,-1960,-1792,-2265,-3183
tail,0,1592196958673,-24876,6800,-6476,-1824,1930,-3445
tail,0,1592196958723,-22640,3552,-672,-1808,4604,10586
tail,0,1592196958773,-27968,4832,-4532,-1808,-2916,7281
tail,0,1592196958823,-2056,5276,-4096,-1792,-10722,-4657
tail,0,1592196958873,-212,11872,-1152,-1808,-4179,-780
tail,0,1592196958924,-14112,13632,-2536,-1808,-968,3355
tail,0,1592196958973,-6864,13940,-1736,-1792,-178,2442
tail,0,1592196959035,-8772,13680,-3596,-1824,1087,1363
tail,0,1592196959073,-8868,14352,-3860,-1808,-863,532
tail,0,1592196959132,-8884,14276,-2808,-1840,-1227,2315
tail,0,1592196959216,-4524,14636,-2988,-1824,-3078,-1030
tail,0,1592196959224,-4500,14936,-2612,-1824,-1280,324
tail,0,1592196959274,-2984,15228,-2360,-1840,-580,-197
tail,0,1592196959332,-4792,15512,-2712,-1824,702,18
tail,0,1592196959377,-2992,15488,-3248,-1824,-770,-681
tail,0,1592196959439,-1584,14940,-2636,-1824,-80,-568
tail,0,1592196959473,-2588,15412,-3200,-1808,105,-379
tail,0,1592196959522,-7316,15544,-2852,-1824,260,194
tail,0,1592196959577,-3528,15604,-3820,-1776,227,474
tail,0,1592196959623,-2780,14996,-3012,-1824,-531,793
tail,0,1592196959673,-3168,15668,-2892,-1792,-417,549
